Region,States,08-11-2021,09-11-2021,10-11-2021,11-11-2021,12-11-2021,13-11-2021,14-11-2021
NR,Punjab,110.5,113.7,113.5,114.0,116.5,115.4,109.4
,Haryana,111.3,116.1,116.0,116.4,117.0,116.0,104.9
,Rajasthan,230.7,242.7,249.3,252.4,254.5,252.9,248.0
,Delhi,60.0,62.7,60.8,61.4,62.7,58.8,57.7
,UP,256.8,266.1,267.8,268.1,270.4,265.6,272.4
,Uttarakhand,32.1,34.4,35.3,34.5,35.4,35.6,32.9
,HP,30.3,30.8,31.9,32.7,30.3,30.1,28.2
,J&K,48.6,53.0,53.3,45.6,54.3,48.6,47.9
,Chandigarh,3.0,3.1,3.1,3.0,3.1,3.0,2.7
WR,Chhattisgarh,73.2,75.4,75.2,75.5,76.3,73.9,75.9
,Gujarat,292.6,315.6,325.5,334.0,340.1,344.0,336.7
,MP,242.5,252.7,259.9,263.8,268.3,271.5,274.7
,Maharashtra,474.5,485.1,489.2,489.2,490.7,503.0,499.9
,Goa,12.1,12.7,12.0,12.4,12.8,13.1,12.6
,DD,6.9,7.4,7.4,7.2,7.5,7.5,7.1
,DNH,18.5,19.0,19.1,19.1,18.9,18.8,18.9
,Essar steel,17.3,17.3,17.5,17.6,19.1,18.4,17.3
SR,Andhra Pradesh,162.9,166.3,168.0,153.5,150.9,151.7,151.9
,Telangana,159.4,158.9,159.2,156.8,155.0,150.9,147.0
,Karnataka,172.4,174.1,178.6,172.1,169.4,169.3,155.4
,Kerala,71.5,70.8,72.0,73.6,72.5,70.3,63.3
,Tamil Nadu,234.6,245.2,243.5,215.5,233.8,249.9,231.1
,Pondy,6.6,6.8,6.2,6.2,6.5,6.8,6.5
ER,Bihar,78.5,78.5,74.7,70.3,74.4,72.8,73.1
,DVC,65.4,67.0,66.0,65.1,63.5,62.8,62.4
,Jharkhand,26.2,26.8,27.2,28.1,28.3,26.1,25.2
,Odisha,101.1,100.4,101.1,101.0,104.4,105.5,109.1
,West Bengal,116.2,120.7,121.2,122.3,123.0,120.0,107.9
,Sikkim,1.5,1.5,1.5,1.6,1.5,1.5,1.3
NER,Arunachal Pradesh,2.2,2.2,2.3,2.2,2.3,2.2,2.2
Assam,24.9,26.8,27.2,27.4,26.2,26.0,24.7,
Manipur,2.4,2.5,2.6,2.5,2.7,2.5,2.5,
Meghalaya,6.4,6.6,6.3,6.4,6.6,6.4,6.4,
Mizoram,1.7,1.6,1.6,1.6,1.7,1.7,1.7,
Nagaland,2.2,2.5,2.2,2.4,2.5,2.3,2.3,
Tripura,4.0,4.1,4.0,4.1,4.2,3.9,3.5,
