Region,States,23-05-2022,24-05-2022,25-05-2022,26-05-2022,27-05-2022,28-05-2022,29-05-2022
NR,Punjab,137.9,153.7,167.5,186.5,201.0,191.0,178.3
,Haryana,102.8,123.0,149.9,160.4,173.5,175.6,166.9
,Rajasthan,262.0,231.1,272.9,286.6,295.6,298.0,298.8
,Delhi,99.2,91.1,100.3,105.6,113.9,118.4,118.4
,UP,315.6,311.6,385.5,426.3,442.0,450.4,441.7
,Uttarakhand,34.7,39.7,42.5,44.4,46.6,48.6,45.4
,HP,27.3,29.2,31.5,32.6,33.4,33.1,29.3
,J&K,48.3,46.8,48.8,49.9,52.2,48.2,44.4
,Chandigarh,4.8,4.3,4.6,5.2,5.8,6.3,6.0
WR,Chhattisgarh,98.9,97.5,99.0,93.8,93.4,96.2,98.4
,Gujarat,418.2,426.6,425.4,429.8,425.1,426.1,412.7
,MP,229.3,217.9,217.9,244.5,241.3,247.4,243.8
,Maharashtra,562.3,577.1,579.1,581.6,574.4,568.9,561.6
,Goa,13.7,14.4,14.7,15.1,15.0,14.7,13.3
,DD,6.0,7.1,7.7,7.8,7.9,7.8,7.4
,DNH,19.2,20.0,19.9,20.6,20.4,20.0,20.1
,Essar steel,19.8,19.4,18.5,18.6,20.4,19.3,18.1
SR,Andhra Pradesh,207.2,215.4,192.2,210.1,205.3,212.7,216.9
,Telangana,175.2,184.3,185.8,179.2,178.1,179.5,178.5
,Karnataka,176.4,188.2,201.9,207.9,209.5,215.8,206.6
,Kerala,73.6,76.1,79.4,77.5,77.3,76.2,70.4
,Tamil Nadu,344.8,366.9,368.5,356.2,353.9,351.9,331.4
,Pondy,9.3,9.9,9.4,8.6,8.6,9.0,8.3
ER,Bihar,103.5,105.0,104.0,109.9,118.1,118.5,109.0
,DVC,74.3,74.6,75.9,76.0,76.5,77.0,76.3
,Jharkhand,29.9,26.8,25.6,30.4,31.1,33.0,33.0
,Odisha,125.7,125.6,128.3,128.7,121.6,123.2,131.7
,West Bengal,172.4,180.7,182.4,176.1,182.8,187.4,169.9
,Sikkim,1.4,1.6,1.6,1.5,1.6,1.5,1.2
NER,Arunachal Pradesh,2.7,2.6,2.5,2.6,2.4,2.2,2.2
Assam,32.0,36.0,35.2,34.5,34.2,36.1,36.7,
Manipur,2.5,2.6,2.5,2.6,2.5,2.6,2.6,
Meghalaya,6.0,6.1,5.8,5.5,5.5,5.5,5.8,
Mizoram,1.7,1.8,1.7,1.9,1.8,1.7,1.5,
Nagaland,2.4,2.5,2.4,2.6,2.6,2.6,2.5,
Tripura,4.9,5.4,4.6,4.2,4.4,4.2,4.4,
